number_of_rooms,floor,floors,combined_bathroom,shared_bathroom,passenger_elevator,cargo_elevator,loggia,parking,balcony,price,total_area,living_area,kitchen_area,year_of_construction,full_adress,distnce_metro,type_of_accommodation0,type_of_accommodation1,type_of_house0,type_of_house1,type_of_house2,type_of_house3,type_of_house4,type_of_house5,type_of_house6,type_of_house7,repair0,repair1,repair2,repair3,repair4,repair5,district0,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13
3,6,18,2,0,0,0,1,0,0,32500000,108.1,57.9,14.0,2003,"Москва, ЗАО, р-н Кунцево, ул. Маршала Тимошенко, 17К2",1.4562412656677657,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11,18,1,0,1,1,0,1,0,29800000,72.0,31.0,27.0,1998,"Москва, ЦАО, р-н Пресненский, Зоологическая ул., 28С2",0.6765248336614592,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,3,11,1,0,1,1,1,0,0,10600000,49.9,20.1,14.8,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,21,1,0,0,0,1,0,0,10700000,48.0,24.0,10.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2",1.2612420176450985,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,28,1,0,0,0,0,0,0,10800000,36.0,25.0,6.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1",1.3036267114070783,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12,19,1,0,1,1,1,0,0,9800000,48.0,22.0,13.0,2016,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 3к2",0.9050516311528176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,7,18,0,2,0,0,1,0,0,10500000,54.0,30.0,15.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2",1.2612420176450985,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,28,0,2,0,0,1,0,0,10600000,60.0,40.0,15.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1",1.3036267114070783,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22,38,0,2,1,1,0,0,0,10200000,50.0,35.0,10.0,2015,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк4",1.4749313988128832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,15,1,0,0,0,0,0,0,7500000,43.0,25.0,10.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2",1.2612420176450985,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,23,38,1,0,1,1,0,0,0,11000000,56.0,29.0,9.0,2015,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк4",1.4749313988128832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,11,1,0,1,1,1,0,0,11100000,49.0,35.0,14.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,15,23,0,1,0,0,1,0,0,10895000,67.0,36.0,15.0,2014,"Москва, ЮАО, р-н Чертаново Южное, ул. Академика Янгеля, 2",0.154038611488632,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,3,11,1,0,0,0,0,0,0,12300000,52.0,22.0,14.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,21,38,0,2,1,1,0,0,0,12900000,70.0,49.0,12.0,2015,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк4",1.4749313988128832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,18,0,1,0,0,1,0,0,12500000,54.0,24.0,13.0,2014,"Москва, ВАО, р-н Измайлово, Измайловский проезд, 10к4",1.042086656858876,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,13,38,1,0,1,1,0,0,0,11900000,59.0,30.0,9.0,2015,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк4",1.4749313988128832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,17,0,0,0,0,0,0,0,12250000,60.0,45.0,8.0,2016,"Москва, ЮВАО, р-н Лефортово, Солдатский пер., 10",1.6325283464925233,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,4,21,1,0,0,0,1,0,0,12000000,71.0,40.0,16.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2",1.2612420176450985,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,12,19,1,0,1,1,1,0,0,12649999,48.2,30.0,13.0,2016,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 3к2",0.9050516311528176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,17,38,0,2,1,1,0,0,0,13500000,62.0,41.0,10.0,2015,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк4",1.4749313988128832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,28,28,1,0,0,0,1,0,0,12000000,46.0,20.0,16.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1",1.3036267114070783,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,17,0,1,0,0,0,0,0,12500000,53.0,30.0,8.0,2016,"Москва, ЮВАО, р-н Лефортово, Солдатский пер., 10",1.6325283464925233,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,5,5,1,0,1,0,0,0,0,12200000,28.0,15.0,3.0,1917,"Москва, ЦАО, р-н Тверской, Старопименовский пер., 8",0.4088005640240873,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,13,31,0,2,0,0,0,0,1,12800000,69.0,44.0,15.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1",1.3036267114070783,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,44,75,2,1,1,1,0,1,0,101059510,163.0,98.0,20.0,2013,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 15",0.16484023989877042,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,23,37,1,0,1,1,0,0,0,12300000,64.0,35.0,10.0,2015,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк4",1.4749313988128832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,17,0,2,1,1,1,0,0,16300000,106.6,54.5,13.0,2012,"Москва, ЮАО, р-н Бирюлево Восточное, 6-я Радиальная ул., 5к2",2.07311755833111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,15,38,0,2,1,1,0,0,0,18000000,100.0,78.0,12.0,2015,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк4",1.4749313988128832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,17,0,1,1,1,0,0,1,7850000,51.6,30.6,8.4,1992,"Москва, СЗАО, р-н Митино, Митинская ул., 52",0.3919139196607964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,16,0,2,0,0,0,0,0,17500000,81.0,42.0,16.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,34,0,2,1,1,1,0,0,14900000,82.0,40.0,12.5,2015,"Москва, САО, р-н Левобережный, Смольная ул., 49",0.97103212334418,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,19,0,1,1,1,1,0,0,14700000,79.0,48.0,9.0,2016,"Москва, ЮАО, р-н Нагатинский затон, Коломенская ул., 12к3",2.663690320079897,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,17,38,0,2,1,1,0,0,0,17500000,105.0,74.0,12.0,2015,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк4",1.4749313988128832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,19,0,0,1,1,1,0,0,15380000,79.0,37.0,20.0,2015,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 3к3",0.8973735106745836,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,8,8,0,2,1,0,0,1,1,70000000,120.0,71.0,12.0,2005,"Москва, ЦАО, р-н Тверской, Весковский туп., 3",0.2152540796748388,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,15,18,0,2,1,1,0,0,0,17500000,72.0,44.0,15.0,2014,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 3к7",0.780373653999132,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,3,18,0,2,0,0,1,0,0,17000000,77.0,41.0,13.0,2014,"Москва, ВАО, р-н Измайлово, Измайловский проезд, 10к4",1.042086656858876,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,28,38,0,2,1,1,0,0,0,18000000,82.0,56.0,12.0,2015,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк4",1.4749313988128832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,9,1,0,1,1,0,0,0,15000000,27.0,18.0,1.0,2001,"Москва, ЦАО, р-н Якиманка, Старомонетный пер., 18",0.3212149166364977,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,5,38,0,2,1,1,0,0,0,15450000,98.0,62.0,12.0,2015,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк4",1.4749313988128832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,17,19,0,1,0,0,0,0,0,17000000,71.0,48.0,7.0,1967,"Москва, ЗАО, р-н Проспект Вернадского, Ленинский просп., 92",1.2481586662932491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,23,0,2,1,1,1,0,0,22100000,106.0,53.0,16.0,2014,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103",1.4076274986307582,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,4,11,0,2,0,0,1,0,0,19500000,79.0,38.1,15.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,23,0,2,1,1,1,0,0,22200000,106.0,70.0,16.0,2014,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103",1.4076274986307582,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,10,17,0,0,0,0,0,0,0,19000000,81.0,48.0,14.0,2016,"Москва, ЮВАО, р-н Лефортово, Солдатский пер., 10",1.6325283464925233,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,8,11,0,2,0,0,1,0,0,21000000,77.0,38.0,15.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,18,0,3,0,0,0,0,0,21000000,108.0,60.0,15.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2",1.2612420176450985,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11,13,0,2,0,0,1,0,0,20000000,76.0,40.0,11.0,2014,"Москва, ВАО, р-н Измайлово, Измайловский проезд, 10к2",1.1875344980398777,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,20,32,0,2,1,1,1,0,0,22320000,107.0,53.0,17.0,2014,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103",1.4076274986307582,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,10,18,0,2,1,1,1,0,0,21000000,72.0,40.0,15.0,2013,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 3к5",0.7809442064730789,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,5,11,0,2,1,1,1,0,0,20000000,75.5,48.0,17.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,11,0,2,1,1,1,0,0,21000000,91.0,48.0,17.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,18,0,3,1,1,0,1,1,216000000,260.0,212.0,23.0,2016,"Москва, ЦАО, р-н Пресненский, 2-я Звенигородская ул., 11",0.7146522338382695,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,16,19,0,2,1,1,1,0,0,18999999,88.6,65.0,15.0,2016,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 3к2",0.9050516311528176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,7,7,1,0,1,1,0,0,0,20000000,85.0,60.0,20.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1",1.1574334808653493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,7,19,0,1,1,1,1,0,0,19000000,75.0,44.0,18.0,2013,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 3к5",0.7809442064730789,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,3,11,0,2,1,1,1,0,0,19800000,78.0,39.0,14.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,28,0,0,1,1,1,0,0,21700000,94.0,60.0,19.0,2017,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13",0.277437342043645,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7,23,0,2,1,1,1,0,0,24800000,133.0,86.0,33.0,2014,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103",1.4076274986307582,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,34,0,1,1,1,0,0,0,27000000,60.0,36.0,8.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,38,0,2,1,1,0,0,0,23500000,144.0,96.0,15.0,2015,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк4",1.4749313988128832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,7,0,0,1,1,0,0,0,23000000,98.0,60.0,25.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1",1.1574334808653493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,3,15,0,1,1,1,0,0,1,23000000,72.0,39.0,12.0,2016,"Москва, ЗАО, р-н Раменки, ул. Столетова, 19",2.9133563336604085,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,9,1,0,1,1,0,0,0,23000000,44.0,28.0,3.0,2001,"Москва, ЦАО, р-н Якиманка, Старомонетный пер., 18",0.3212149166364977,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,7,7,1,0,1,1,0,0,0,23000000,98.0,60.0,25.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1",1.1574334808653493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,7,11,0,2,0,0,1,0,0,26500000,104.0,55.0,21.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1",0.5323660851381751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,14,1,0,1,1,0,1,1,47000000,120.0,80.0,12.0,2004,"Москва, САО, р-н Аэропорт, Петровско-Разумовская аллея, 10К2",0.4837337063354378,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
